OBJECTID,ORIGKEY,PMISYR,ROUTE_ID,FROM_MEASURE,TO_MEASURE,SYSTEM,ROUTE,DIR,BPOST,EPOST,PAVTYP,DESCRIPT,CONYR,RESYR,PMIS_LENGTH,LANE_MILES,MDIST,COUNTY,CITY,CITY 2,PCI_2,PCI_2DEF,RUT_INDX,IRI_INDX,FAULT_INDX,CRACK_INDX,IRI,FRICT,FRIDATE,FAULT,FAULTAV,RUT,CRACK_RATIO,T_INDX,L_INDX,LW_INDX,LLW_INDX,A_INDX,ACRACKH,ACRACKM,ACRACKL,TCRACKH,TCRACKM,TCRACKL,LCRACKH,LCRACKM,LCRACKL,LCRACKWH,LCRACKWM,LCRACKWL,DCRACKH,DCRACKM,DCRACKL,JTSPALLH,JTSPALLM,JTSPALL_LONG,JTSPALL_TRANS,PATCHAB,PATCHAG,PATCHES,COVERAGE,CAPDAT,STRUC80,STRUCT_NEED80,STRUCAV,STRUCJTR,AVEK,FWD_DATE,TRYR,AADT,TRUCKS,NHS,SYS_NHS,URBAN,PCLASS,FCLASS,MEDIAN,MEDIAN_PCT,LANES,SPEED,SURFACE_TYPE,PAVTHICK,TACCDPTH,TPCCDPTH,BASEDPTH,MLEVEL,WIDTH,WDRIVELN,RCURB,LCURB,ISHLDTIE,ISHLDTYP,ISHLDWID,OSHLDTIE,OSHLDTYP,OSHLDWID,COMPLEX,SUBDRAIN,SUBDPCT,SUBDMULT,TREATMENT,LAYR1,LAYR2,LAYR3,LAYR4,LAYR5,LAYR6,LAYR7,LAYR8,PROJECT1,PROJECT2,PROJECT3,PROJECT4,PROJECT5,PROJECT6,PROJECT7,PROJECT8,PROJTYP1,PROJTYP2,PROJTYP3,PROJTYP4,PROJTYP5,PROJTYP6,PROJTYP7,PROJTYP8,SURTYP1,SURTYP2,SURTYP3,SURTYP4,SURTYP5,SURTYP6,SURTYP7,SURTYP8,SURTHK1,SURTHK2,SURTHK3,SURTHK4,SURTHK5,SURTHK6,SURTHK7,SURTHK8,BASTYP1,BASTYP2,BASTYP3,BASTYP4,BASTYP5,BASTYP6,BASTYP7,BASTYP8,AGGCLAS1,AGGCLAS2,AGGCLAS3,AGGCLAS4,AGGCLAS5,AGGCLAS6,AGGCLAS7,AGGCLAS8,BASTHK1,BASTHK2,BASTHK3,BASTHK4,BASTHK5,BASTHK6,BASTHK7,BASTHK8,SUBTHK1,SUBTHK2,SUBTHK3,SUBTHK4,SUBTHK5,SUBTHK6,SUBTHK7,SUBTHK8,RMVTHK1,RMVTHK2,RMVTHK3,RMVTHK4,RMVTHK5,RMVTHK6,RMVTHK7,RMVTHK8,AGGSRC1,AGGSRC2,AGGSRC3,AGGSRC4,AGGSRC5,AGGSRC6,AGGSRC7,AGGSRC8,REMARKS1,REMARKS2,REMARKS3,REMARKS4,REMARKS5,REMARKS6,REMARKS7,REMARKS8,RMVTYP1,RMVTYP2,RMVTYP3,RMVTYP4,RMVTYP5,RMVTYP6,RMVTYP7,RMVTYP8,AGGTYP1,AGGTYP2,AGGTYP3,AGGTYP4,AGGTYP5,AGGTYP6,AGGTYP7,AGGTYP8,SUBTYP1,SUBTYP2,SUBTYP3,SUBTYP4,SUBTYP5,SUBTYP6,SUBTYP7,SUBTYP8,REST_UPDATED,REST_UTC_OFFSET,GLOBALID,PATCH_PCT,CONRTE,FAILURE_AREA,FAILURE_AREA_MI,FAILURE_CNT,FAILURE_CNT_MI,PATHWEB,STRUC_C_PCT,UNSEALCRK,Shape__Length
11,00131086 54086 9752,2023,S001930001N,86.58936,87.01849,3,1,1,086 54,086 97,3,0.1 Mi N Gilbert St N to 0.1 Mi N Burlington/Governor St.,1930,2018,0.43,1.21,6,52,3715,3715,57,,75,25,,81,197.59,,,,0,0.12,19.37,76,47,0,,100,0,0,0,0,14,171,0,49,1338,0,15,2641,0,0,0,0,0,0,0,216,239,14,100,2023/06/23 00:00:00+00,3.99,0,7.36,,99,2019/04/22 00:00:00+00,2023,9700,259,Y,NHS,327,2,3,N,0,2,25,60,9,3,6,0,B,37,,Y,Y,N,N,0,N,N,0,Y,,,,AC,2018,1930,,,,,,,NHSN-001-5(116)--2R-52,DEFAULT-1208,,,,,,,S,,,,,,,,HMA,PCC,,,,,,,1.5,7,,,,,,,HMA,,,,,,,,5,,,,,,,,1.5,0,,,,,,,0,0,,,,,,,3,0,,,,,,,KLEIN_A52006,,,,,,,,,,,,,,,,MIL,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,55930837-4aa2-4b90-ab76-0b6e15a60dac,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=86.58474,16,74,924.7865614
12,00131086 97087 6152,2023,S001930001N,87.01849,87.98269,3,1,1,086 97,087 61,4,0.1 Mi N Burlington/Governor St. N to 0.1 Mi N Church St.,2018,,0.96,1.93,6,52,3715,3715,67,,83,42,,85,160.04,,,0.1,0.0045,0.08,14.93,60,74,44,,100,0,0,18,0,5,186,0,0,682,0,0,1468,0,0,0,0,0,0,0,261,454,12,96,2023/06/23 00:00:00+00,4.2,0,5.95,,77,2021/04/06 00:00:00+00,2023,5933,173,Y,NHS,327,2,3,N,0,2,25,65,3,3,0,0,B,30,,Y,Y,N,N,0,N,N,0,Y,,,,AC,2018,,,,,,,,NHSN-001-5(116)--2R-52,,,,,,,,S,,,,,,,,HMA,,,,,,,,1.5,,,,,,,,HMA,,,,,,,,5,,,,,,,,1.5,,,,,,,,0,,,,,,,,3,,,,,,,,KLEIN_A52006,,,,,,,,,,,,,,,,MIL,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,b23f8c7e-85a1-49cc-a724-bc0c86abbd12,1,,1,1,1,1,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=87.0154,9,74,2082.699791
13,00131087 61087 9652,2023,S001930001N,87.98269,88.15323,3,1,1,087 61,087 96,1,From 0.1 Mi N of Church St. to Governor/Dodge St. Iowa Cty,2005,,0.17,0.34,6,52,3715,3715,60,,,37,64,82,171.77,,,0.1,0.043,0.1,18.12,100,,,49,,0,0,0,0,0,0,0,184,27,130,0,113,0,0,0,0,18,0,23,1717,0,11,100,2023/06/23 00:00:00+00,5.75,0,6.61,,131,2021/04/06 00:00:00+00,2023,9800,331,Y,NHS,327,2,3,N,0,2,25,74,10,0,10,6,B,30,,Y,Y,N,N,0,N,N,0,Y,,,,PC,2005,,,,,,,,STP-001-5(69)--2C-52,,,,,,,,O,,,,,,,,PCC,,,,,,,,10,,,,,,,,GSB,,,,,,,,,,,,,,,,6,,,,,,,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSB,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,ad9d7690-aa51-4bcf-a74f-429ce6e983f6,1,,3,17.2,2,11.5,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=87.97541,0,100,367.4552624
14,00131087 96089 4452,2023,S001930001N,88.15323,89.56812,3,1,1,087 96,089 44,1,From Governor/Dodge St. to JCT IA 1/I-80 in Iowa City,2005,,1.41,2.93,6,52,3715,3715,68,,,54,63,86,134.26,46,2023/08/09 00:00:00+00,0.1,0.045,0.11,14.46,95,,,78,,0,0,0,3,3,1,36,41,6,25,33,47,0,0,0,1,4,0,18,192,230,13,96,2023/06/23 00:00:00+00,6.04,0,6.79,,152,2019/04/22 00:00:00+00,2023,17400,470,Y,NHS,327,2,3,N,36,2,45,74,10,0,10,6,B,26,,Y,Y,N,P,8,N,P,8,Y,,,,PC,2005,,,,,,,,STP-001-5(69)--2C-52,,,,,,,,O,,,,,,,,PCC,,,,,,,,10,,,,,,,,GSB,,,,,,,,,,,,,,,,6,,,,,,,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSB,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,3ad099ca-d4fe-4891-90b6-437485e04dd4,0,,127,89.7,19,13.4,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=88.1474,1,100,3049.606515
15,00131089 44093 3052,2023,S001930001N,89.56812,93.42504,3,1,1,089 44,093 30,3,From JCT IA 1/I-80 North To JCT IA 1/Co Rd F8W,1939,2010,3.86,7.84,6,52,3715,3715,74,,61,74,,80,89.72,44,2023/08/09 00:00:00+00,0.1,0.0045,0.18,20.34,63,64,61,,99,0,21,0,0,93,156,0,199,663,2,179,766,0,0,0,0,1,0,3,219,133,7,99,2023/06/28 00:00:00+00,4.88,0,5.99,,138,2014/05/20 00:00:00+00,2023,13300,697,Y,NHS,327,3,3,N,10,2,55,65,19.5,12,8,0,B,24,,N,Y,N,PG,8,N,PG,8,Y,,,,AC,2010,2000,1983,1968,1939,,,,HSIPX-001-5(78)--3L-52,STPN-1-5(68)--2J-52,FR-1-5(27)--2G-52,FN-1-4(6)--21-52,FA-765A(1),,,,,,,,,,,,HMA,AAC,AAC,AAC,PC7,,,,1.5,1.5,1.5,1,7.5,,,,HMA,AAC,AAC,AAC,,,,,,,,I,,,,,1.5,1.5,1.5,2.5,0,,,,0,0,0,0,0,,,,0.5,0,0,0,0,,,,CONKLIN,KLEIN,,CONKLIN,IOWA CITY,,,,,,,,MUSCATINE GR.=2,,,,MIL,,,,,,,,C.LST.,C.LST.,C.LST.,C.LST.,C.LST.,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,1d18eebe-2692-4cba-a82f-9d1d3d415291,0,,821,212.8,138,35.8,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=89.5638,6,99,8332.835593
16,00131093 30096 8052,2023,S001930001N,93.42504,96.87318,3,1,1,093 30,096 80,3,From JCT IA 1/Co Rd F8W North To 0.6mi N of INT CoRd F28,1940,2010,3.45,6.9,6,52,,0,72,,73,60,,83,120.55,45,2021/08/11 00:00:00+00,,0,0.13,17.38,66,97,45,,100,0,0,238,0,41,211,0,14,54,0,476,738,0,0,0,0,0,0,0,0,0,0,100,2023/06/28 00:00:00+00,4.83,0,6.14,,154,2021/05/06 00:00:00+00,2023,9200,832,Y,NHS,,3,3,N,0,2,55,65,19.5,12,8,0,B,24,,N,N,N,PG,8,N,PG,8,Y,HSIPX-001-5(78)--3L-52,98,,AC,2010,2000,1983,1968,1940,,,,HSIPX-001-5(78)--3L-52,STPN-1-5(68)--2J-52,FR-1-5(27)--2G-52,FN-1-4(6)--21-52,FA-765B(1),,,,,,,,,,,,HMA,AAC,AAC,AAC,PC7,,,,1.5,1.5,1.5,1,7.5,,,,HMA,AAC,AAC,AAC,,,,,,,,,1,,,,1.5,1.5,1.5,2.5,0,,,,0,0,0,0,0,,,,0.5,0,0,0,0,,,,CONKLIN,KLEIN,,CONKLIN,OTIS,,,,,,,,,,,,MIL,,,,,,,,C.LST.,C.LST.,C.LST.,C.LST.,C.LST.,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,3dc90895-17f8-491b-bad1-ec2fcff4b405,0,,171,49.6,14,4.1,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=93.42166,7,100,7457.362901
17,00131096 80098 7352,2023,S001930001N,96.87318,98.80675,3,1,1,096 80,098 73,3,From 0.6mi N of INT CoRd F28 To JCT IA 1/Co Rd F14,1940,2000,1.93,3.87,6,52,7130,7130,54,,63,38,,66,168.82,43,2023/08/09 00:00:00+00,0.1,0.0165,0.17,34.46,67,93,41,,99,0,36,953,1,28,224,15,14,134,96,340,848,0,0,0,1,1,0,7,1067,539,25,98,2023/06/28 00:00:00+00,2.93,0,4.65,,167,2016/06/06 00:00:00+00,2023,8200,833,Y,NHS,,3,3,N,0,2,55,65,17,10,8,0,B,25,,Y,Y,N,PG,8,N,PG,8,Y,,,,AC,2000,1983,1968,1940,,,,,STPN-1-5(68)--2J-52,FR-1-5(27)--2G-52,FN-1-4(6)--21-52,FA-765B(1),,,,,,,,,,,,,AAC,AAC,AAC,PC7,,,,,1.5,1.5,1,7.5,,,,,AAC,AAC,AAC,,,,,,,,,1,,,,,1.5,1.5,2.5,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,KLEIN,,CONKLIN,OTIS,,,,,,,,,,,,,,,,,,,,,C.LST.,C.LST.,C.LST.,C.LST.,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,bbcbed3a-4707-468e-b011-835aa14ff12c,1,,508,263.1,96,49.7,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=96.867,8,100,4184.434361
18,00131098 73102 0652,2023,S001930001N,98.80675,102.12258,3,1,1,098 73,102 06,3,From JCT IA 1/Co Rd F14 North To Johnson/Linn Co Line,1941,2014,3.32,6.63,6,52,,0,75,,67,70,,84,97.25,51,2023/08/09 00:00:00+00,,0,0.15,16.09,58,98,69,,100,0,0,0,0,26,302,0,12,34,0,56,742,0,0,0,0,0,0,0,499,0,0,100,2023/06/28 00:00:00+00,4.5,0,6.23,,137,2021/05/06 00:00:00+00,2023,7100,714,Y,NHS,,3,3,N,0,2,55,65,17.5,10,8,0,B,24,,N,N,N,P,6,N,P,6,N,FN-1-5(50)21-52,10,,AC,2014,2014,1999,1982,1968,1941,,,HSIPX-001-5(103)--3L-52,HSIPX-001-5(103)--3L-52,STPN-1-6(22)--2J-52,FN-1-5(22)--21-52,FN-1-4(6)--21-52,FA-765D,,,,W,,,,,,,HMA,HMA,AAC,AAC,AAC,PC7,,,2,2,1.5,1.5,1,7.5,,,,HMA,AAC,,AAC,,,,,,,,,1,,,0,4,3.5,0,2.5,0,,,0,0,0,0,0,0,,,2,0,0,0,0,0,,,,,KLEIN,STONE CITY,CONKLIN,OTIS,,,,,,,,,,,MIL,,,,,,,,,,C.LST.,C.LST.,C.LST.,C.LST.,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,559f89b1-23b3-4c98-b05c-74f65fdf3b05,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=98.79855,5,100,7178.773243
19,00131012 30014 2489,2023,S001930001N,12.30747,14.26692,3,1,1,012 30,014 24,3,0.27 Mi S Of N JCT IA 16 N To 0.68 Mi S Of SCL Birmingham,1940,2005,1.96,3.92,5,89,,0,72,,71,56,,88,128.79,61,2022/06/29 00:00:00+00,,0,0.14,11.96,45,99,97,,100,0,0,0,0,169,191,0,5,30,0,29,38,0,0,0,0,0,0,0,177,63,4,100,2023/07/09 00:00:00+00,4.06,0,5.73,,158,2023/04/18 00:00:00+00,2023,2270,280,N,Non-NHS,,3,4,N,0,2,55,65,17.5,10,8,0,C,24,,N,N,N,PG,10,N,PG,10,N,F-1-1(16)20-89,100,,AC,2005,2005,1989,1968,1940,,,,STPN-1-1(25)--2J-89,STPN-1-1(25)--2J-89,F-1-1(16)--20-89,F-1-1(2)--20-89,FA-60A(3)B(1),,,,,W,,,,,,,AAC,AAC,AAC,AAC,PC7,,,,1.5,1.5,3,1,7.5,,,,AAC,AAC,,AAC,,,,,,,,,2,,,,2,2,0,2.5,0,,,,0,3,0,0,0,,,,0,0,1.5,0,0,,,,SELMA-GARDNER,SELMA-GARDNER,DOUDS MINE,DOUDS MINE,DOUDS MINE,,,,,,,,,,,,,,MIL,,,,,,C.LST.,C.LST.,C.LST.,C.LST.,C.LST.,,,,,BAC,,,,,,,2024/04/18 18:55:47.120+00,-05:00,b5701ea5-7c4c-494c-a7e8-2b7261fb5078,0,,786,399.8,33,16.8,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=12.30361,0,100,4179.47938
20,00131014 24017 0889,2023,S001930001N,14.26692,17.10192,3,1,1,014 24,017 08,3,0.68 Mi S SCL Birmingham N To Van Buren/Jefferson Co Line,1940,2000,2.83,5.67,5,89,652,652,64,,75,48,,75,148.02,50,2023/07/18 00:00:00+00,,0,0.12,25.08,36,39,0,,95,0,198,327,0,217,194,0,796,409,0,1336,745,0,0,0,0,0,0,0,1037,154,17,100,2023/07/09 00:00:00+00,3.41,0,4.26,,87,2019/06/18 00:00:00+00,2023,2392,325,N,Non-NHS,,3,4,N,0,2,55,65,15,8,8,0,C,24,,N,N,N,PG,8,N,PG,8,N,F-1-1(16)20-89,100,,AC,2000,1968,1940,,,,,,STP-1-1(23)--2C-89,F-1-1(2)--20-89,FA-60A(3)B(1),,,,,,,,,,,,,,AAC,AAC,PC7,,,,,,2,1,7.5,,,,,,BAC,AAC,,,,,,,,,2,,,,,,2,2.5,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,COLUMBUS JCT,DOUDS MINE,DOUDS MINE,,,,,,,,,,,,,,,,,,,,,,C.LST.,C.LST.,C.LST.,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,0241e2a9-9475-4c34-83f4-2c4428653b04,1,,73,25.8,6,2.1,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=14.26945,14,99,6050.228564
21,00131017 08019 1951,2023,S001930001N,17.10192,19.21272,3,1,1,017 08,019 19,3,From Van Buren/Jefferson Co Line North 2.11 Miles,1927,2000,2.11,4.22,5,51,,0,55,,56,57,,53,127.92,52,2023/07/18 00:00:00+00,,0,0.2,46.53,12,0,0,,76,0,1016,2506,0,205,403,0,1947,704,0,1818,1924,0,0,0,0,0,0,0,1083,45,14,99,2023/07/09 00:00:00+00,4.01,0,5.05,,157,2019/06/18 00:00:00+00,2023,2780,325,N,Non-NHS,,3,4,N,0,2,55,65,12.5,6,7,0,C,24,,N,N,N,PG,8,N,PG,8,N,F-1-1(16)20-89,100,,AC,2000,1977,1927,,,,,,STP-1-1(23)--2C-89,FN-1-2(11)--21-51,FA-120,,,,,,,,,,,,,,AAC,AAC,PC7,,,,,,2,1.5,7,,,,,,BAC,,,,,,,,,,3,,,,,,2,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,COLUMBUS JCT,DOUDS MINE,MUSCATINE,,,,,,,,,,,,,,,,,,,,,,C.LST.,C.LST.,C.LST.,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,2647be4d-ef53-4184-ad3c-d1aa4f1946dd,1,,398,189.1,30,14.3,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=17.104,29,100,4507.171308
22,00131019 19022 4351,2023,S001930001N,19.21272,22.45235,3,1,1,019 19,022 43,3,2.11 Mi N Van Buren/Jefferson Co Line N To 0.86 Mi S H43,1968,2000,3.24,6.48,5,51,,0,62,,72,52,,67,137.6,49,2023/07/18 00:00:00+00,,0,0.13,32.69,37,25,0,,100,0,8,737,0,113,336,0,807,756,0,569,2507,0,0,0,0,0,0,0,404,101,7,98,2023/07/09 00:00:00+00,4.86,0,5.91,,162,2019/06/18 00:00:00+00,2023,2947,325,N,Non-NHS,,3,4,N,0,2,55,65,13,4,9,0,C,24,,N,N,N,PG,8,N,PG,8,N,F-1-1(16)20-89,100,,AC,2000,1968,,,,,,,STP-1-1(23)--2C-89,F-1-2(1)--20-51*<1>,,,,,,,,,,,,,,,AAC,PCC,,,,,,,2,9,,,,,,,BAC,,,,,,,,,2,,,,,,,2,0,,,,,,,0,0,,,,,,,0,0,,,,,,,COLUMBUS JCT,DOUDS MINE,,,,,,,,,,,,,,,,,,,,,,,C.LST.,C.LST.,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,cc00d359-ab93-4bf2-a613-87758bc11aed,0,,114,35.1,8,2.5,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=19.20942,20,88,6918.859515
23,00131022 43022 7851,2023,S001930001N,22.45235,22.80235,3,1,1,022 43,022 78,3,From 0.86 Mi S Of Co Rd H43 North To 1mi N of 236th Blvd,1927,1977,0.35,0.7,5,51,2465,2465,45,,61,29,,54,189.73,51,2023/07/18 00:00:00+00,0.1,0.0195,0.19,46.4,50,51,0,,100,0,0,0,3,0,395,0,0,1305,0,0,4316,0,0,0,0,0,0,0,862,0,20,100,2023/07/09 00:00:00+00,4,0,5.73,,161,2019/06/18 00:00:00+00,2023,3575,325,Y,NHS,816,3,4,N,0,2,55,65,8.5,2,7,0,C,27,,N,N,N,PG,8,N,PG,8,N,,,,AC,1977,1927,,,,,,,FN-1-2(11)--21-51,FA-120,,,,,,,,,,,,,,,AAC,PC7,,,,,,,1.5,7,,,,,,,,,,,,,,,,3,,,,,,,0,0,,,,,,,0,0,,,,,,,0,0,,,,,,,DOUDS MINE,MUSCATINE,,,,,,,,,,,,,,,,,,,,,,,C.LST.,C.LST.,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,0769fe5f-7bea-4514-9042-a6f07d026268,0,,5,14.3,1,2.9,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=22.45662,25,78,748.0625876
24,00131022 78023 2351,2023,S001930001N,22.80235,23.25615,3,1,1,022 78,023 23,3,From 1mi N of 236th Blvd North To 300' south of Libertyvil,1927,2008,0.45,1.19,5,51,2465,2465,51,M,56,32,,67,181.3,58,2023/07/18 00:00:00+00,0.1,0.0145,0.21,32.77,57,46,23,,100,0,0,0,0,32,299,51,41,1272,0,302,1587,0,0,0,,,0,2,0,0,0,93,2023/07/09 00:00:00+00,,,,,,,2023,4518,288,Y,NHS,816,3,3,N,0,2,55,65,12.5,6,7,0,C,27,,N,N,N,G,6,N,G,6,,,,,,2008,2008,1977,1927,,,,,NHSN-34-8(97)--2R-51,NHSN-34-8(97)--2R-51,FN-1-2(11)--21-51,FA-120,,,,,,W,,,,,,,HMA,HMA,AAC,PC7,,,,,2,2,1.5,7,,,,,HMA,HMA,,,,,,,,,,3,,,,,2,8,0,0,,,,,0,12,0,0,,,,,0,0,0,0,,,,,,,DOUDS MINE,MUSCATINE,,,,,O'LAY/WIDE ONLY 1ST 0.5MI,WIDENING WIDTH VARIES,,,,,,,,,,,,,,,,,C.LST.,C.LST.,,,,,,MSB,,,,,,,2024/04/18 18:55:47.120+00,-05:00,15cf070a-6607-4093-bff4-dc6528c54371,0,,37,87.6,5,11.8,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=22.80608,10,92,969.9945928
25,00131023 23023 7951,2023,S001930001N,23.25615,23.82631,3,1,1,023 23,023 79,1,From 300' south of Libertyville Rd north to Fillmore Ave,2023,,0.57,1.03,5,51,2465,2465,87,"C,",,69,100,100,101.14,,,0,0,0,0,100,,,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2023,5532,193,Y,NHS,816,3,3,N,19,2,40,65,9,0,9,12,C,22,,Y,Y,N,G,6,N,G,6,,,,,PC,2023,,,,,,,,NHSN-001-2(35)--2R-51,,,,,,,,O,,,,,,,,PCC,,,,,,,,9,,,,,,,,MSB,,,,,,,,,,,,,,,,12,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,84efbc3e-f998-47e6-93c0-5145a3857db7,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=23.678,33,,1218.78653
26,00131023 79024 5551,2023,S001930001N,23.82631,24.65871,3,1,1,023 79,024 55,3,From INT Fillmore Ave North to E JCT IA 1/US 34,1927,2005,0.83,1.69,5,51,2465,2465,21,"C,",45,0,,31,261.58,,,,0,0.26,68.94,0,0,0,,68,0,1325,2209,0,131,632,0,1237,4341,0,1239,2747,0,0,0,,,0,0,10459,0,147,96,2023/07/09 00:00:00+00,,,,,,,2023,6263,243,Y,NHS,816,3,3,N,0,2,25,65,17.5,11,7,0,C,35,,Y,Y,N,G,0,N,G,0,,,,,,2005,1989,1927,,,,,,STPN-1-2(24)--2J-51,DEFAULT-1333,DEFAULT-1332,,,,,,,,,,,,,,HMA,BAC,PCC,,,,,,1.5,7.5,7,,,,,,HMA,,,,,,,,,,,,,,,,1.5,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,SELMA-GARDNER,,,,,,,,,3 RESURFACINGS,,,,,,,,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,7c7dcb38-f631-4e65-bb12-58f5a0d9f125,7,,1837,2253.9,275,337.4,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=23.83729,20,99,1779.098758
27,00131024 62025 1851,2023,S001930001N,24.65871,25.21644,3,1,1,024 62,025 18,3,From W JCT IA 1/US 34 North To INT 2nd St & Merrill Ave,1934,2005,0.56,1.15,5,51,2465,2465,57,,65,37,,72,171.65,,,,0,0.16,27.52,23,77,0,,87,0,543,0,7,212,285,0,304,151,13,1539,1516,0,0,0,0,0,0,0,4467,20,31,99,2023/07/08 00:00:00+00,2.95,0,5.05,,167,2019/06/18 00:00:00+00,2023,5480,229,Y,NHS,816,3,3,N,0,2,30,65,11.5,5,7,0,C,42,,Y,Y,N,N,0,N,N,0,N,STPN-1-2(24)--2J-51,4,,AC,2005,1979,1934,,,,,,STPN-1-2(24)--2J-51,DEFAULT-1211,DEFAULT-1220,,,,,,,,,,,,,,HMA,BAC,PCC,,,,,,1.5,1.5,7,,,,,,HMA,,,,,,,,,,,,,,,,1.5,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,SELMA-GARDNER,,,,,,,,,,,,,,,,,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,ce60a630-98bb-40f6-9597-7af8d488082e,3,,1080,1957.8,73,132.3,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=24.64199,13,100,1192.63653
28,00131025 18025 4951,2023,S001930001N,25.21644,25.52654,3,1,1,025 18,025 49,3,INT 2nd St & Merrill Ave To 0.37Mi S NCL Fairfield,1948,2005,0.31,0.62,5,51,2465,2465,53,,77,26,,68,196.24,,,,0,0.11,31.55,20,12,0,,94,0,263,39,32,258,190,39,1194,459,0,1726,503,0,0,0,0,0,0,0,1486,0,19,100,2023/07/08 00:00:00+00,2.97,0,5.69,,162,2019/06/18 00:00:00+00,2023,2597,139,Y,NHS,816,3,3,N,0,2,30,65,16,6,10,0,C,42,,Y,Y,N,N,0,N,N,0,N,STPN-1-2(24)--2J-51,4,,AC,2005,1989,1948,,,,,,STPN-1-2(24)--2J-51,DEFAULT-1212,DEFAULT-1217,,,,,,,,,,,,,,HMA,BAC,PCC,,,,,,1.5,3,10,,,,,,HMA,,,,,,,,,,,,,,,,1.5,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,SELMA-GARDNER,,,,,,,,,,,,,,,,,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,c0f1eada-ae63-44c4-a80b-f02151aa16bb,1,,412,1314.2,22,70.2,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930001N&logpoint=25.20909,8,100,661.9073018
