ORIGKEY,OBJECTID,CRACK_INDX,FAULT_INDX,IRI_INDX,STRUCT_NEED80,AADT,CONYR,RESYR
06431000 00001 0753,3087,60,0,75,0,5654,1980,2004
06431001 07003 9853,3088,56,0,84,0,2823,1980,2004
06431003 98007 8753,3089,61,0,72,0,2810,1980,2004
06431009 83014 4153,3090,80,0,79,0,2135,1981,2011
06431014 41014 9853,3091,88,0,79,0,2240,1929,2022
06721022 63024 7282,3092,84,0,56,0,5100,1927,2014
06721024 72026 4823,3093,16,60,0,0,4545,1983,1983
06721026 48030 2323,3094,35,0,35,0,3790,1928,1988
06721030 23033 2623,3095,83,0,67,0,4418,1982,2014
06721033 26034 4923,3096,16,29,1,0,9914,1978,1978
06721037 80038 8923,3097,78,0,32,0,5422,1953,1987
06721038 89039 5123,3098,73,0,25,0,10133,1953,2012
06721039 51040 0523,3099,62,0,2,0,8800,1935,1957
06721040 05040 6423,3100,74,0,21,0,5467,1933,1957
06721040 64041 6923,3101,65,0,55,0,4943,1949,2017
07121007 85007 9221,3102,84,0,78,0,4300,1954,2004
07121010 45011 3373,3103,83,0,75,0,4413,1972,2014
07121011 33012 2173,3104,87,0,75,0,3192,1972,2014
07121012 21012 9873,3105,73,0,69,0,2200,1972,2007
07121012 98013 5173,3106,79,0,62,0,2200,1972,2009
07121013 51024 1573,3107,69,0,65,0,2137,1972,2009
07121024 15029 5669,3108,62,0,60,0,2316,1972,2009
07121029 56037 1369,3109,94,75,83,0,1860,1972,2006
07121037 13042 1369,3110,97,75,81,0,1380,1972,2006
08011020 70028 0478,3111,73,78,76,0,11741,1999,1999
08011028 04035 0978,3112,57,62,64,0,12907,1985,1985
08011035 09039 2978,3113,84,68,66,0,13100,1990,1990
08011039 29045 1478,3114,66,72,71,0,11912,1989,1989
08011045 14049 7178,3115,74,73,75,0,11950,1991,1991
08011049 71055 3315,3116,49,74,73,0,11850,1989,1989
08011055 33059 9015,3117,76,73,73,0,11685,1991,1991
08011059 90073 3215,3118,77,0,62,0,11637,1988,2022
08011073 32085 7501,3119,55,75,87,0,12200,2000,2000
08011085 75093 8601,3120,100,0,96,0,12922,1959,2022
06431014 98015 4053,3121,85,0,88,0,1710,1981,2022
06431015 40018 3553,3122,100,0,94,0,1210,1981,2021
06431018 35021 0653,3123,100,0,94,0,1210,1930,2021
06431021 06022 0049,3124,95,0,89,0,1217,1936,2021
06431022 00023 9749,3125,85,0,63,0,1620,1936,2006
06431023 97024 4949,3126,86,0,74,0,2010,1936,2006
06431024 49026 2049,3127,88,0,67,0,2133,1936,2006
06431026 20027 3049,3128,88,0,65,0,2130,1936,2006
06431027 30028 5749,3129,91,0,76,0,2203,1936,2006
06721041 69042 3223,3130,96,0,81,0,2600,1977,2021
06721042 32046 0623,3131,97,0,83,0,2215,1978,2021
06721046 06046 5823,3132,98,0,81,0,2210,1978,2021
06721046 58048 0023,3133,94,0,80,0,2053,1978,2021
06721048 00052 4823,3134,75,0,68,0,1573,1941,2012
06721052 48055 3949,3135,81,0,68,0,1680,1941,2012
06722000 00000 5982,3136,61,0,0,0,6400,1938,1938
06722000 84001 0782,3137,85,0,40,0,6650,1930,1972
06722003 83005 3182,3138,54,38,16,0,12200,1972,1972
06722013 07014 1682,3139,78,0,45,0,4866,1958,1996
07121042 13052 4715,3140,94,73,77,0,2203,1972,2007
07121052 47054 8515,3141,98,75,75,0,2880,2000,2000
07121054 85055 2515,3142,58,45,61,0,2880,1972,2007
07121055 25058 5615,3143,98,76,76,0,2880,2000,2000
07121058 56059 1215,3144,80,0,64,0,3040,1971,2017
07121068 31068 8615,3145,87,0,86,0,1297,1979,2017
07121068 86071 5405,3146,92,0,83,0,2430,1930,2015
07121071 54072 1205,3147,76,0,81,0,2430,1930,2015
07121072 12075 1605,3148,91,0,92,0,2430,1930,2015
08012039 50045 1478,3149,12,0,75,0,11880,1990,2022
08012045 14049 7178,3150,78,67,59,0,11993,1992,1992
08012049 71055 3315,3151,48,0,83,0,11844,1990,2022
08012055 33059 9015,3152,85,76,64,0,11635,1992,1992
08012059 90060 4615,3153,81,73,62,0,11537,1987,1987
08012060 46061 3315,3154,99,66,60,0,11500,2008,2008
08012061 33073 3215,3155,88,70,68,0,11687,1987,1987
08012073 32079 9001,3156,59,0,55,0,12150,1959,1999
08012079 90085 7501,3157,64,0,37,0,12510,1959,1999
08012085 75093 8601,3158,67,0,72,0,13010,1981,2009
06431028 57029 6049,3159,87,0,80,0,2240,1936,2006
06431029 60032 9149,3160,83,0,72,0,4016,1936,2006
06431032 91033 5649,3161,94,0,52,0,7000,1930,2006
06431033 56033 8749,3162,100,0,63,7.54,7300,1930,1967
06431033 87034 2549,3163,100,0,44,6.52,6900,1930,1967
06431034 25034 8949,3164,88,0,58,0,3830,1930,1967
06431034 89042 7949,3165,67,0,67,0,2155,1938,2007
06431042 79049 7149,3166,68,0,70,0,2299,1938,2007
06431049 71056 7249,3167,93,0,92,0,1680,1940,2017
06722033 06033 7623,3168,42,62,43,0,3586,1978,1978
06921000 00001 7527,3169,70,0,80,0,705,1928,2022
06921001 75003 0027,3170,96,0,89,0,1043,1928,2022
06921003 00003 6227,3171,98,0,87,0,1170,1929,2022
06921003 62004 3727,3172,97,0,79,5.93,2363,1929,2022
06921004 37004 9927,3173,91,100,72,0,3040,1976,1976
06921004 99006 4227,3174,98,0,94,0,2776,1977,2022
06921006 42006 8527,3175,91,0,78,0,1797,1928,2022
06921006 85010 7527,3176,83,0,72,0,1050,1928,2009
06921010 75011 2827,3177,81,0,76,0,873,1929,2009
07121075 16084 5305,3178,91,0,91,0,3044,1930,2015
07121084 53085 8605,3179,72,0,40,0,3793,1938,2015
07121085 86094 8505,3180,97,0,91,0,2215,1999,2020
07121094 85097 7514,3181,97,0,90,0,2010,1999,2020
07121097 75100 9414,3182,71,0,43,0,2472,1995,1995
07121100 94111 9514,3183,85,76,50,0,3962,2001,2001
07121111 95112 4814,3184,92,67,32,0,5900,1988,1988
07121112 48113 0614,3185,78,0,80,0,5600,1962,2017
07121113 06113 9214,3186,87,48,77,0,5203,1962,1962
07121113 92121 7614,3187,49,0,78,0,3963,1931,2009
08011257 66265 7616,3188,93,0,78,0,18516,1962,2009
08011265 76272 0816,3189,94,73,68,0,18191,1991,1991
08011272 08275 3416,3190,95,74,73,0,18000,1991,1992
08011275 34278 1016,3191,92,68,70,0,18000,1991,1991
08011278 10280 7882,3192,77,75,80,0,18394,1997,1997
08011280 78283 2182,3193,94,72,72,0,18650,1995,1995
08011283 21285 4582,3194,88,77,71,0,17916,1991,1991
08011285 45289 0682,3195,100,0,89,0,19500,1993,2018
08011289 06290 9282,3196,89,0,74,0,17275,1995,2018
08011290 92294 6682,3197,100,0,93,0,19025,1994,2018
06431056 72060 3549,3198,93,0,94,0,950,1940,2017
06521000 00000 7793,3199,58,0,53,0,1665,1948,2013
06521000 77012 8993,3200,69,0,76,0,1392,1948,2013
06521012 89019 3093,3201,98,0,92,0,1136,1938,2022
06521019 30019 8093,3202,99,0,77,2.51,1693,1930,2022
06521019 80020 4493,3203,98,0,91,0,1910,1938,2022
06521020 44022 4393,3204,99,0,96,0,1510,1938,2022
06521022 43031 2159,3205,89,70,73,0,1295,1954,2014
06521031 21031 9759,3206,88,67,61,0,1285,1992,1992
06521032 17041 8659,3207,74,0,87,0,1740,1959,2015
06921011 28011 3527,3208,0,0,0,0,840,1991,2009
06921011 35011 7227,3209,70,0,81,0,840,1953,2009
06921011 72015 2527,3210,81,0,82,0,840,1953,2009
06921015 25018 8927,3211,86,0,74,0,943,1928,2009
06921018 89019 2027,3212,81,0,70,0,2325,1987,2019
06921019 20019 2627,3213,81,0,74,0,3730,1952,2019
06921019 26020 2227,3214,68,0,34,0,3133,1948,1994
06921020 22030 7927,3215,35,0,51,0,1724,1929,2022
06921030 79039 6020,3216,45,0,48,0,1528,1929,2022
07121121 76124 5581,3217,68,0,64,0,3755,1962,2009
07121124 55125 0981,3218,46,0,31,0,2707,1938,1985
07121125 09129 8481,3219,27,0,39,0,2260,1938,1985
07121129 84141 8381,3220,32,0,59,0,2390,1938,1985
07121132 43140 2481,3221,99,81,84,0,1963,2016,2016
07121140 24140 5181,3222,100,81,83,0,1605,2016,2016
07121140 51142 5781,3223,100,82,81,0,1180,2012,2012
07121153 16154 2881,3224,97,0,88,0,3580,1970,2020
07121154 28159 5681,3225,100,0,98,0,3580,1932,2020
07121159 56162 0611,3226,100,0,99,0,3580,1932,2020
08011141 22141 5177,3227,62,0,51,0,30975,1994,2009
08011141 51143 7577,3228,87,73,77,0,23745,2015,2015
08011143 75149 8977,3229,79,76,96,0,18625,1989,1989
08011149 89151 4850,3230,74,79,98,0,18350,1989,1989
08011151 48156 2850,3231,72,79,97,0,17233,1993,1993
08011156 28160 3550,3232,96,81,98,0,17078,1994,1994
08011160 35165 1250,3233,67,80,96,0,15728,1996,1996
08011165 12169 5750,3234,94,78,92,0,14822,1994,1994
08011169 57173 6050,3235,91,79,84,0,14812,1995,1995
08011173 60173 8450,3236,94,77,79,0,14700,2020,2020
06521041 86045 9091,3237,72,0,84,0,2105,1958,2015
06521045 90050 3991,3238,53,61,84,0,2430,1959,1959
06521050 39053 6791,3239,78,0,89,0,2360,1969,2015
06521053 67055 8091,3240,81,0,84,0,3757,1968,2012
06521055 80057 4091,3241,88,0,77,0,7233,1948,2012
06521057 40058 2491,3242,89,0,81,0,8100,1948,2016
06521058 24058 7391,3243,65,0,51,5.44,8100,1935,2016
06521058 73059 7491,3244,70,0,0,0,15625,1973,1973
06521059 74060 2491,3245,65,0,52,0,20000,1972,2006
06921039 60040 7620,3246,82,0,67,0,4342,1948,2005
06921040 76041 8820,3247,86,0,82,0,3610,1928,2017
06921041 88053 0220,3248,39,0,43,0,1764,1928,2000
06921053 02063 2091,3249,67,0,50,0,1480,1928,2003
06921063 20063 5591,3250,84,0,66,0,1730,1928,2015
06921078 70079 2091,3251,74,0,79,0,6750,1972,2009
06921079 20081 0177,3252,70,0,65,0,8043,1971,2009
06921081 01083 1177,3253,39,37,18,0,14808,1984,1984
06921083 11084 1077,3254,53,40,34,0,15900,1985,1985
07121162 06162 9111,3255,85,67,63,0,4287,1984,1984
07121162 91172 5611,3256,99,75,70,0,4208,1996,1996
07121172 56183 9911,3257,89,0,90,0,3933,1937,2018
07121183 99188 1311,3258,70,45,48,0,4187,1977,1977
07121188 13190 2921,3259,96,75,87,0,3357,1931,2016
07121190 29192 2121,3260,97,84,92,0,2960,1993,2016
07121192 21193 8021,3261,100,81,90,0,2960,1931,2016
07121193 80195 0621,3262,97,83,90,0,3840,1993,2016
07121195 06202 9321,3263,99,82,89,0,4824,1931,2015
07121202 93203 9921,3264,86,83,64,0,8100,1931,2012
08012093 86097 2501,3265,67,79,97,0,13987,1979,1979
08012097 25099 2161,3266,69,78,97,0,14000,1959,1979
08012099 21100 8025,3267,72,0,87,0,14300,1971,2008
08012100 80101 6425,3268,88,69,69,0,15000,1991,1991
08012101 64102 4125,3269,88,68,63,0,15000,1991,1991
08012102 41103 2325,3270,92,70,69,0,15000,1991,1991
08012103 23105 3725,3271,83,64,64,0,15275,1991,1991
08012105 37106 7125,3272,92,69,61,0,16050,1991,1991
08012106 71122 4125,3273,80,76,94,0,23187,1988,1988
08012122 41123 1077,3274,51,68,55,0,48700,1988,1988
06521061 48068 4891,3275,80,0,73,0,9830,1972,2009
06521068 48069 1691,3276,75,82,67,0,13257,1972,1972
06521069 16071 5891,3277,94,74,62,0,4356,1997,1997
06521071 58072 9977,3278,98,77,66,0,9760,1997,1997
06521072 99074 1177,3279,95,77,65,0,9083,1997,1997
06521074 11076 8277,3280,88,76,64,0,11275,1997,1997
06521076 82078 9977,3281,95,74,65,0,11335,1997,1997
06521078 99082 4077,3282,78,64,55,0,12625,1994,1994
06521082 40083 1077,3283,93,75,67,0,11740,1994,1994
06521083 10084 0477,3284,83,65,60,0,17346,1994,1994
06921084 10085 0477,3285,46,0,11,0,16525,1937,2007
06921085 04085 5677,3286,56,0,0,0,27025,1968,1968
06921085 56086 1077,3287,44,20,12,0,16183,1990,1990
06921086 10087 7577,3288,48,0,32,0,14150,1927,1983
06921087 75088 1977,3289,69,0,60,0,8566,1981,2016
06921088 19088 5177,3290,90,0,39,0,16800,1920,2021
06921088 51088 8577,3291,95,0,54,0,8350,1920,2021
06921088 85089 4777,3292,97,0,61,0,9030,1960,2021
06921089 47089 6577,3293,100,0,75,0,9508,1921,2021
06921089 65092 5477,3294,97,71,67,0,7270,2022,2022
07121207 92209 2821,3295,95,73,74,0,4666,1954,2012
07121209 28210 7321,3296,94,72,66,0,4750,1954,2012
07121210 73212 8821,3297,97,74,78,0,4530,1954,2012
07121212 88217 3730,3298,93,73,76,0,4900,1992,2012
07121217 37217 9430,3299,73,0,50,0,11260,1930,1997
07121217 94218 7830,3300,64,54,57,0,13633,1989,1989
07121218 78220 2130,3301,77,67,60,0,14314,1999,1999
07121220 21222 7630,3302,100,100,69,0,15450,2022,2022
07121222 76224 9630,3303,87,64,48,0,7100,2000,2000
08011093 86097 2501,3304,100,0,97,0,14040,1959,2022
08011097 25099 2161,3305,58,0,89,0,14000,1959,2008
08011099 21100 8025,3306,74,0,92,0,14257,1971,2008
08011100 80101 6425,3307,71,0,89,0,15000,1955,2004
08011101 64102 2625,3308,72,0,95,0,15000,1955,2008
08011102 26103 1725,3309,68,0,86,0,15000,1966,2004
08011103 17105 7925,3310,75,0,83,0,15241,1955,2008
08011105 79106 7125,3311,85,0,85,0,15930,1966,2004
06521083 89084 3777,3312,81,72,71,0,10800,2015,2015
06521084 37084 8977,3313,70,0,83,0,5810,1974,2016
06521084 89087 6377,3314,89,0,86,0,6466,1974,2009
06521087 63089 2977,3315,84,0,77,0,4812,1980,2009
06521089 29092 9277,3316,76,0,78,0,4360,1980,2012
06521092 92094 0577,3317,59,77,65,0,4900,1999,1999
06521094 05096 0677,3318,87,79,68,0,4900,2002,2002
06521096 06096 4677,3319,91,81,67,0,5400,2002,2002
06521096 46096 9550,3320,93,82,58,0,5650,2002,2002
06521096 95096A3450,3321,82,0,89,0,5650,2002,2016
06921092 54092 9777,3322,83,75,69,0,6725,2004,2004
06921092 97093 1577,3323,67,91,45,0,8650,2004,2004
06921093 15094 1377,3324,81,0,66,0,10600,1921,2009
06921094 13094 9277,3325,74,0,51,0,18675,1966,2010
06921094 92096 6877,3326,21,35,52,0,8220,1992,1992
06921095 01096 1777,3327,85,73,64,0,5300,2009,2009
06921096 68097 7977,3328,100,0,85,0,8667,1956,2023
06921097 79098 1377,3329,100,0,83,0,7800,1921,2023
06921098 13098 8277,3330,95,73,78,0,6900,2015,2015
06921098 82100 4177,3331,95,72,79,0,5900,1921,2015
07121224 96225 9930,3332,66,0,45,0,12783,1930,2005
07121225 99226 6230,3333,63,0,34,0,9875,1955,2005
07121226 62227 4130,3334,82,0,38,0,7433,1980,2005
07121227 41228 3630,3335,75,0,83,0,5700,1939,2014
07121228 36231 9230,3336,77,0,83,0,5700,1939,2014
07121231 92233 2030,3337,43,0,24,0,2918,1939,1995
07121233 20234 4030,3338,51,0,42,0,1990,1939,1995
07121234 40234 7830,3339,60,0,60,0,1990,1939,2015
07121234 78235 8030,3340,46,0,39,0,1990,1939,1995
08011294 66298 6682,3341,77,76,77,0,20655,1997,1997
08011298 66302 8182,3342,87,78,77,0,16428,1996,1996
08011302 81305 4782,3343,82,0,75,0,17300,1964,2005
08011305 47306 7382,3344,89,0,70,0,17650,1964,2005
08012000 00000 3378,3345,85,74,53,0,29000,1970,1970
08012000 33000 9778,3346,98,76,67,0,21750,2017,2017
08012000 97002 6978,3347,98,78,70,0,18516,2017,2017
08012002 69003 2278,3348,68,68,56,0,19400,2014,2014
08012003 20003 5678,3349,89,71,68,0,18325,2017,2017
08012003 56004 9978,3350,81,65,58,0,18600,2017,2017
06521096A34098 1550,3351,83,0,87,0,5650,1936,2016
06521098 15098 9050,3352,95,73,57,0,5650,2002,2002
06521098 80102 1050,3353,99,0,100,0,,1940,2020
06521098 90099 4850,3354,96,73,76,0,1777,2018,2018
06521102 10104 2085,3355,99,0,100,0,2260,1938,2020
06521104 20105 1085,3356,94,79,71,0,2360,2015,2015
06521105 10112 2485,3357,99,0,99,0,2194,1938,2020
06521112 24113 6585,3358,99,0,91,0,2015,1938,2021
06521113 65125 9785,3359,100,0,99,0,1792,1930,2021
06921100 41104 0177,3360,99,79,83,0,4663,1921,2015
06921104 01104 9785,3361,98,78,84,0,4695,1929,2015
06921104 97105 7985,3362,95,0,81,0,6000,1929,2015
06921105 79106 0185,3363,98,0,85,0,7800,2014,2015
06921106 01107 6785,3364,88,0,68,0,7633,1929,2015
06921107 67108 2885,3365,99,0,91,0,7000,1929,2015
06921108 28112 8985,3366,99,0,92,0,7767,1929,2015
06921112 89113 7485,3367,92,84,62,0,11300,1929,2018
06921113 74114 4085,3368,67,0,56,0,10612,1963,2009
07121235 80236 8430,3369,36,0,41,0,1990,1939,1995
07122068 31068 8615,3370,91,0,79,0,1235,1959,2017
07122207 92212 8821,3371,98,79,84,0,4675,1992,2012
07122212 88214 5530,3372,83,72,77,0,4650,1939,2012
07122214 55215 3330,3373,96,78,85,0,4650,1992,2012
07122215 33216 0830,3374,46,73,74,0,4650,1939,2012
07122216 08217 3730,3375,86,78,78,0,4900,1992,2012
07122222 75225 1530,3376,72,73,57,0,7012,2000,2000
07411000 00002 4682,3377,98,0,84,0,13677,1968,2022
08011173 84176 4250,3378,100,81,76,0,14850,2020,2020
08011176 42180 6450,3379,99,0,99,0,14819,1962,2021
08011180 64181 6479,3380,99,0,99,0,15000,1962,2021
08011181 64183 7279,3381,100,100,69,0,13871,2021,2021
08011183 72192 8279,3382,93,0,81,0,13921,1985,2009
08011192 82204 8079,3383,96,78,94,0,14018,1990,1990
08011204 80209 6548,3384,98,75,82,0,14591,1990,1990
08011209 65215 1248,3385,94,0,80,0,14875,1988,2005
08011215 12221 3548,3386,92,75,79,0,15307,1997,1997
08011221 35225 9348,3387,99,73,78,0,16428,1996,1996
06521125 97130 6742,3388,96,0,85,0,1653,1930,2018
06521130 67132 5942,3389,99,0,100,0,1830,1930,2021
06521132 59138 8642,3390,96,0,94,0,1827,1930,2013
06521138 86144 9842,3391,82,0,76,0,3174,1930,1984
06521144 98148 6742,3392,80,0,81,0,5480,1930,1984
06521148 67149 8942,3393,93,0,74,0,8033,1957,2019
06521149 89151 0542,3394,96,0,81,0,5331,1930,2019
06521151 05153 0242,3395,93,0,95,0,2875,1930,2016
06521153 02155 0042,3396,94,0,95,0,2060,1930,1992
06921114 40114 7885,3397,64,0,27,0,24700,1923,1989
06921114 78114 8085,3398,0,0,0,0,25200,1923,1994
06921114 80115 0485,3399,46,0,2,0,12600,1923,1989
06921115 04115 4085,3400,56,0,0,0,19733,1923,1994
06921115 40115 8885,3401,86,0,45,0,17050,1952,2019
06921115 88116 1185,3402,50,37,21,0,14900,2001,2001
06921116 11117 1085,3403,78,0,22,0,15425,1965,2001
06921117 10117 6185,3404,95,0,70,0,13533,1931,2016
06921117 61117 9485,3405,54,0,41,0,6066,1965,2009
06921117 94118 3485,3406,48,0,60,0,5133,1965,2009
06921118 34119 8785,3407,88,51,56,0,8533,2006,2006
07411002 46003 4982,3408,100,0,79,0,21308,1968,2022
07411003 49004 1582,3409,100,0,68,0,27440,1971,2022
07411004 15005 4082,3410,98,78,78,0,30545,2019,2019
07412000 00002 4682,3411,99,0,88,0,14040,1968,2022
07412002 46003 4982,3412,100,0,88,0,22272,1968,2022
07412003 49004 1582,3413,99,0,70,0,26480,1971,2022
07412004 15005 4082,3414,99,73,80,0,29291,2019,2019
07521093 87096 5397,3415,78,75,60,0,8418,2001,2001
07521096 53099 9397,3416,90,69,64,0,5866,2001,2001
07521099 93100 4597,3417,73,77,65,0,6820,2001,2001
08011106 71110 8125,3418,42,64,69,0,16180,1989,1989
08011110 81113 2925,3419,100,100,71,0,18820,2023,2023
08011113 29115 2525,3420,61,0,54,0,19337,1989,2019
08011115 25119 4625,3421,80,68,60,0,22496,1989,2019
08011119 46121 5025,3422,55,0,45,0,26241,1989,2019
08011121 50121 8025,3423,62,0,74,0,34083,1989,2016
08011121 80122 4125,3424,12,72,56,0,41575,1989,1989
08011122 41123 1077,3425,23,45,17,0,45950,1989,1989
08011123 10128 2177,3426,71,0,70,0,47278,1989,2013
08011126 31127 4677,3427,99,73,68,0,50571,1989,2020
06521155 00155 3942,3428,89,0,87,0,1795,2016,2016
06521155 39167 3535,3429,79,0,76,0,2120,1928,2000
06521167 35168 1035,3430,30,37,35,0,3837,1999,1999
06521168 10169 3735,3431,89,73,59,0,4791,1999,1999
06521169 37171 1335,3432,80,0,71,0,3500,1956,2001
06521171 13175 7435,3433,74,0,67,0,2925,1928,2001
06521175 74176 4735,3434,84,0,70,0,2890,1956,2001
06521176 47179 5935,3435,68,0,66,0,2570,1928,2001
06521179 59186 5817,3436,66,0,61,0,2343,1931,2001
06921119 87121 9485,3437,89,0,83,0,5727,1931,2012
06921121 94125 8485,3438,88,0,82,0,4980,1931,2012
06921125 84127 3485,3439,95,0,89,0,3795,1931,2013
06921127 34128 8185,3440,92,0,89,0,2687,1931,2013
06921128 81134 5940,3441,95,0,90,0,2458,1931,2013
06921134 59135 6540,3442,91,0,96,0,2383,1931,2009
06921135 65136 6240,3443,65,0,48,0,2440,1929,2009
06921136 62137 6440,3444,100,0,77,0,1650,1929,2022
06921137 64146 4540,3445,100,0,77,0,1273,1931,2022
07521100 45100 9075,3446,84,81,67,0,8800,2001,2001
07521100 90105 2875,3447,98,84,87,0,7920,2019,2019
07521105 28105 7975,3448,76,0,57,0,14867,1926,2011
07521106 00111 8075,3449,100,100,69,0,7233,2022,2022
07521111 80112 4875,3450,91,81,65,0,15033,2013,2013
07521112 63115 0075,3451,98,81,83,0,8950,2017,2017
07521114 60117 6075,3452,99,85,76,0,5278,2006,2006
07521117 60120 3875,3453,99,83,76,0,2591,2006,2006
07521120 38121 2475,3454,73,71,57,0,3450,2006,2006
07521121 24126 7975,3455,64,0,79,0,4110,1928,2012
08012004 99005 2178,3456,100,0,83,0,14900,2017,2022
08012005 21010 8078,3457,89,65,60,0,13878,1999,1999
08012010 80011 4778,3458,74,0,81,0,13150,1969,2021
08012011 47018 7978,3459,67,0,83,0,12350,1969,2006
08012018 79019 2978,3460,39,0,72,0,12050,1969,2006
08012019 29021 7078,3461,61,0,84,0,12050,1969,2006
08012021 70028 0478,3462,96,78,76,0,11670,1998,1998
08012028 04028 7478,3463,92,79,58,0,13300,1986,1986
08012028 74035 0978,3464,89,57,55,0,13039,1986,1986
08012035 09039 5078,3465,91,72,70,0,13100,2005,2005
06521186 58190 5917,3466,68,0,68,0,3095,1920,2001
06521190 59192 8217,3467,50,0,67,0,3770,1920,2001
06521192 82194 7117,3468,95,77,58,0,6080,2002,2002
06521194 71195 2217,3469,64,0,0,0,8250,1936,1981
06521195 22196 1717,3470,59,74,0,0,8450,1964,1964
06521196 17196 8717,3471,54,15,0,0,5195,1964,1964
06521196 87197 2917,3472,84,0,85,0,5725,1966,2018
06521197 29197 8317,3473,83,0,86,0,6550,1970,2018
06521197 83198 2517,3474,81,0,66,0,6000,1970,2016
06521198 25198 7817,3475,84,0,80,0,3000,1970,2016
06921146 45147 9040,3476,100,0,77,0,855,1931,2022
06921147 90149 1240,3477,70,0,55,0,1030,1974,2002
06921149 12153 7940,3478,36,0,64,0,1738,1931,1995
06921153 79157 9699,3479,56,0,70,0,1895,1933,1997
06921157 96159 8499,3480,69,0,74,0,1890,1961,1997
06921159 84165 7899,3481,58,0,71,0,1600,1933,1997
06921165 78166 8399,3482,73,0,72,0,1850,1935,1997
06921166 83167 9099,3483,69,0,77,0,2713,1935,1997
06921167 90168 6199,3484,53,0,57,0,2480,1935,2005
07521126 79129 1084,3485,62,0,69,0,4190,1973,2012
07521129 10131 2584,3486,51,0,77,0,4530,1934,2012
07521131 25132 3184,3487,52,0,73,0,4700,1934,2012
07521132 31133 2184,3488,88,64,49,0,5667,1989,1989
07521133 21136 7284,3489,89,72,55,0,7600,1999,1999
07521136 72137 5584,3490,100,100,69,0,10100,2023,2023
07521137 55137 7284,3491,69,0,59,0,12600,1934,2007
07521137 72138 8384,3492,54,0,45,0,12050,1927,2007
07521138 83139 6484,3493,68,0,46,0,9350,1938,2007
07521139 64145 9184,3494,36,0,68,0,7000,1938,2000
08011225 93228 9348,3495,96,0,83,0,16500,1964,2009
08011228 93239 5052,3496,97,0,83,0,16314,1964,2009
08011239 50240 2252,3497,95,95,63,0,22516,2021,2021
08011240 22240 8352,3498,89,0,89,0,27775,2003,2014
08011240 83243 2852,3499,80,77,62,0,27421,2010,2010
08011243 28248 0752,3500,93,78,72,0,27326,2012,2012
08011248 07249 8052,3501,100,100,71,0,21475,2022,2022
08011249 80251 2052,3502,96,0,68,0,20900,0,0
08011251 20253 5852,3503,99,75,67,0,21300,1993,1993
08011253 58257 6616,3504,97,78,89,0,19850,1993,1993
06521198 78203 7717,3505,92,0,89,0,2881,1929,2016
06521200 13203 7717,3506,82,0,59,0,4550,1929,1993
06521203 77205 7698,3507,78,0,55,0,4480,1929,1993
06521205 76210 0898,3508,93,69,70,0,3000,1929,2009
06521210 08211 1098,3509,88,65,67,0,2096,1927,2009
06521211 10216 4698,3510,85,65,67,0,2227,1928,2009
06521216 46216 9898,3511,55,0,33,0,2330,1927,1979
06521216 98218 0298,3512,100,0,77,0,3285,1927,2023
06521218 02221 2898,3513,43,0,57,0,2550,1928,2004
06921168 61174 0299,3514,70,0,75,0,2745,1935,2005
06921174 02174 9799,3515,40,17,39,0,3202,1968,1968
06921174 97175 7399,3516,100,100,69,0,2310,2021,2021
06921175 73178 9099,3517,48,0,70,0,1840,1935,1999
06921178 90191 5241,3518,74,0,72,0,2323,1930,1999
06921191 52192 1041,3519,83,0,65,0,3330,1932,1979
06921192 10192 5441,3520,70,57,42,0,2850,1990,1990
06921193 62203 3341,3521,51,0,68,0,2955,1933,1998
06921203 33204 0641,3522,56,0,58,0,4540,1932,1998
06921204 06205 1695,3523,61,0,61,0,4507,1933,1981
07521146 79150 7484,3524,80,0,61,0,3450,1938,2008
07521150 74151 9860,3525,82,0,66,0,3450,1936,2008
07521151 98153 0760,3526,83,0,68,1.47,3310,1977,2008
07521153 07161 5460,3527,78,0,68,0,3706,1936,2008
07521161 54162 4060,3528,80,0,65,0,5600,1933,2008
07521162 40162 9560,3529,80,43,15,0,5095,1988,1988
07521162 95163 2460,3530,41,29,39,0,4836,1973,1973
07521163 24163 9460,3531,90,0,84,0,4180,1974,2019
07521163 94168 9160,3532,100,0,83,0,2813,1938,2022
08011127 46127 8577,3533,97,76,69,0,36100,1989,2020
08011127 85128 2177,3534,96,80,76,0,40430,1989,1989
08011128 21130 8077,3535,78,0,89,0,42222,1994,2014
08011130 80132 8477,3536,87,75,68,0,44885,1998,1998
08011132 84134 9077,3537,84,76,77,0,48850,1997,1997
08011134 90137 4077,3538,73,67,60,0,43616,2000,2000
08011137 40137 8177,3539,98,0,84,0,36570,1960,2021
08011137 81138 5677,3540,99,0,89,0,35910,1994,2021
08011138 56141 5177,3541,94,0,87,0,35016,1994,2021
06522060 16064 7391,3542,80,0,77,0,9650,1972,2009
06522064 73068 4891,3543,74,0,80,0,10016,1929,2009
06522068 48069 1691,3544,77,0,81,0,7159,1929,2009
06522069 16071 5891,3545,87,71,57,0,3539,1997,1997
06522071 58072 7477,3546,97,79,72,0,9475,1997,1997
06522072 74074 1177,3547,91,77,71,0,9550,1997,1997
06522074 11076 8277,3548,94,77,65,0,11762,1997,1997
06522076 82078 9977,3549,86,78,61,0,11237,1997,1997
06522078 99083 1077,3550,79,68,66,0,11891,1994,1994
